Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent)
42.00274334754152,-74.41139493684176,1871,6137,1.1623346697044938,945,3100,15,227,Forest,89
42.002670847437805,-74.41055177050393,1941,6368,1.2059639227756331,956,3136,17,217,Forest,85
42.00258324985705,-74.40972208326147,2010,6595,1.2490394948426191,970,3182,13,215,Forest,87
42.00255466945904,-74.40887553882064,2080,6825,1.2925981963594508,983,3225,20,228,Forest,89
42.0025329978574,-74.40802106632802,2151,7057,1.3365451194498565,1002,3287,17,226,Forest,87
42.00255589653078,-74.40716510040738,2222,7289,1.380571734135664,1019,3343,18,219,Forest,83
42.00258103156693,-74.40632083973418,2292,7519,1.4240029749539806,1034,3392,19,220,Forest,89
42.00248452848748,-74.40547813628646,2362,7750,1.46783069626896,1048,3438,20,221,Forest,87
42.00252070277705,-74.4046410396851,2432,7978,1.510931616049161,1068,3504,19,224,Forest,77
42.00238056088568,-74.40381628190146,2502,8207,1.554419787942594,1081,3547,24,226,Forest,68
42.002268238233796,-74.40300845772084,2570,8430,1.5966640863114996,1097,3599,20,226,Forest,80
42.00212580196516,-74.40217729908898,2640,8662,1.6405086124522876,1109,3638,19,234,Forest,77
42.00164913525915,-74.40163144655513,2710,8890,1.68380251139149,1112,3648,23,240,Forest,84
42.00109613984638,-74.40121068864765,2781,9123,1.7277446798521938,1115,3658,28,255,Forest,84
42.00087822779214,-74.40071479636143,2828,9279,1.7573581187753051,1130,3707,16,266,Forest,82
42.0014900986422,-74.40049025897986,2899,9510,1.8012271326961393,1141,3743,18,246,Forest,80
42.00210992547504,-74.40030467487472,2969,9742,1.8451493700118333,1153,3783,22,259,Forest,88
42.00257279927877,-74.39982353686833,3035,9956,1.885606094750899,1167,3829,11,305,Forest,76
42.0023836642644,-74.39904756162822,3102,10178,1.9275833099241613,1176,3858,16,23,Forest,77
42.002001421791924,-74.39836663020802,3173,10409,1.971448520893222,1187,3894,20,12,Forest,79
42.00160896620642,-74.39769859238955,3243,10640,2.015221476249925,1195,3921,15,15,Forest,80
42.001297352567256,-74.3969635726092,3313,10870,2.058719409266942,1199,3934,10,17,Forest,74
42.00104556278539,-74.3961917221474,3383,11099,2.1020490920236514,1199,3934,5,20,Forest,78
42.00086734942195,-74.39536954533956,3454,11331,2.14607254293403,1197,3927,3,27,Forest,78
42.00069274773519,-74.39454480608994,3525,11564,2.190153470125639,1197,3927,3,37,Forest,65
42.000555948376025,-74.39370845136786,3596,11796,2.234173874064061,1195,3921,4,270,Forest,66
42.00044088545616,-74.3928649187878,3667,12029,2.2782586857809384,1202,3944,7,274,Forest,78
42.0004639688196,-74.3920182038536,3737,12259,2.3218119915935906,1207,3960,2,290,Forest,73
42.00058380084177,-74.39119298050284,3806,12487,2.365033479202683,1211,3973,9,339,Forest,66
42.00036511396053,-74.39039429315534,3877,12718,2.408786755755617,1218,3996,4,304,Forest,75
42.000238272570485,-74.38955837335436,3947,12950,2.452642563416662,1226,4022,9,310,Forest,74
42.00026031558809,-74.38871468361845,4017,13179,2.4960380190073046,1233,4045,14,319,Forest,77
42.000418129930786,-74.38790787742153,4086,13406,2.5389232469588117,1237,4058,17,350,Forest,66
42.00010590372669,-74.38720439572879,4154,13628,2.581043029455391,1249,4098,26,17,Forest,77
41.99956569504158,-74.38675390677649,4225,13860,2.625003249119207,1262,4140,7,263,Forest,75
41.9991550975761,-74.38611581679109,4294,14089,2.6683911367293254,1271,4170,11,247,Forest,73
41.998902784969886,-74.38540496270356,4360,14303,2.70888617701467,1272,4173,6,152,Forest,77
41.99902672469314,-74.384702386758,4419,14499,2.7460053819029673,1263,4144,19,79,Forest,70
41.998918867716995,-74.38410399597605,4470,14666,2.777657228735085,1236,4055,23,101,Forest,69
41.999486821322336,-74.38373483062314,4540,14896,2.821286134354705,1214,3983,35,48,Forest,69
41.99965095176972,-74.38295448173353,4608,15117,2.862974921679429,1179,3868,27,67,Forest,73
41.99960738803276,-74.382099107069,4678,15349,2.907047791949716,1149,3770,29,52,Forest,72
41.99942502191549,-74.38131128796836,4747,15573,2.949464107168208,1128,3701,25,52,Forest,75
41.99942830947824,-74.38046272752015,4817,15804,2.9930842969322775,1106,3629,19,43,Forest,76
41.999461310547495,-74.37961156789493,4887,16035,3.0368969966073864,1083,3553,16,71,Forest,68
41.999531971335124,-74.37876665151055,4958,16266,3.0806033762279923,1064,3491,13,54,Forest,59
41.999533781683056,-74.37791423100325,5028,16497,3.1244215023983912,1050,3445,13,62,Forest,81
41.99972589154896,-74.37712027846521,5097,16724,3.1673427259700566,1038,3406,11,31,Forest,82
41.99967866366354,-74.37626905323384,5168,16955,3.2112208914024096,1031,3383,7,58,Forest,87
41.999646231408335,-74.37553840409124,5229,17154,3.2488461475396475,1023,3356,9,105,Forest,78
42.00010989106691,-74.37499005991226,5297,17379,3.2915438750838204,1013,3323,2,59,Forest,79
42.0005502554235,-74.37440387630642,5366,17606,3.3343896263461112,1005,3297,15,24,Forest,75
42.00064613617739,-74.37356340764518,5437,17836,3.3780985651987105,992,3255,4,141,Forest,79
42.000889248499945,-74.3727758651628,5507,18068,3.4219345187936843,995,3264,4,188,Forest,82
42.00133401637612,-74.3722435680128,5573,18285,3.463106519603111,995,3264,2,117,Forest,82
42.001890619371764,-74.37190414704445,5641,18508,3.505375816126863,996,3268,4,301,Forest,72
42.0022883904164,-74.37131838488993,5707,18724,3.54616305630629,996,3268,4,306,Forest,82
42.00251540780446,-74.37057777592983,5773,18941,3.587343201049638,1000,3281,5,253,Forest,76
42.0027986669131,-74.36995958006008,5833,19138,3.6246744857955693,1006,3301,6,253,Forest,78
42.00330500187703,-74.36978251875037,5892,19329,3.6608611726772913,1007,3304,9,289,Forest,78
42.00386961485883,-74.36961865476351,5956,19540,3.700813714918606,1000,3281,15,336,Forest,81
42.003907414007195,-74.36881011982396,6023,19760,3.7424550809651835,992,3255,19,39,Forest,75
42.00343194171094,-74.36830942247381,6090,19981,3.7842165578589007,994,3261,16,49,Forest,86
42.00295772778156,-74.36780190143232,6158,20202,3.826127057011004,995,3264,9,29,Forest,77
42.00249539403632,-74.36726092206806,6226,20426,3.8685057488149273,1000,3281,14,297,Forest,84
42.00217541474759,-74.3665381755821,6295,20654,3.9117496896748345,1023,3356,15,278,Forest,79
42.001908028016786,-74.36581503629456,6362,20873,3.9532677726086036,1036,3399,10,265,Forest,74
42.001909462758945,-74.36504763668873,6426,21082,3.992713945099667,1046,3432,9,269,Forest,80
42.00146318703673,-74.3644916772007,6493,21304,4.034780406160348,1051,3448,6,243,Forest,59
42.00152454173021,-74.36368053522193,6561,21525,4.076690611109961,1061,3481,13,239,Forest,62
42.00180303868878,-74.36294876823298,6629,21748,4.118951134670265,1074,3524,12,296,Forest,79
42.00168377436021,-74.36225079943796,6688,21942,4.15576461293185,1085,3560,10,326,Forest,82
42.001876848570504,-74.36151586958704,6753,22154,4.195832896078903,1082,3550,18,357,Forest,76
42.00133378085761,-74.36111892328545,6821,22380,4.238581016905652,1101,3612,14,327,Forest,69
42.0009841760225,-74.36042093402207,6891,22608,4.281848358720082,1114,3655,9,284,Forest,80
42.00078902042351,-74.35961303975989,6961,22839,4.32551548216126,1123,3684,8,258,Forest,75
42.00098501742069,-74.35893279043486,7022,23037,4.36301857385674,1136,3727,12,262,Forest,63
42.00122175473923,-74.35818052360047,7089,23259,4.405011619549659,1147,3763,11,258,Forest,66
42.0015628882159,-74.35760741298378,7150,23458,4.442756110174871,1158,3799,25,305,Forest,75
42.00133006972434,-74.3568586693021,7217,23678,4.484476881659564,1175,3855,9,108,Forest,67
42.001720368112444,-74.356219397215,7286,23903,4.527004994275587,1162,3812,17,86,Forest,79
42.00227302898268,-74.35584605189513,7354,24128,4.56977947040891,1152,3780,18,84,Forest,69
42.002761922773274,-74.35548530741025,7416,24332,4.608346726780729,1141,3743,14,82,Forest,73
42.00334825084597,-74.35518015963162,7486,24562,4.651830765771764,1135,3724,10,81,Forest,70
42.00396790425049,-74.35499950979668,7557,24793,4.695686833659765,1127,3698,8,30,Forest,71
42.00457888636233,-74.35479850981636,7627,25023,4.739193330679832,1117,3665,18,341,Forest,75
42.00506645575264,-74.35431124916067,7695,25245,4.781201254593491,1098,3602,25,299,Forest,71
42.00536967047571,-74.35356418052972,7765,25476,4.824954793012395,1083,3553,39,348,Forest,69
42.00563695789421,-74.35278715059245,7836,25708,4.868965367689476,1076,3530,40,339,Forest,68
42.005916752308806,-74.352034696147,7905,25937,4.912212941099981,1075,3527,42,332,Forest,74
42.00622941952426,-74.35132105912648,7974,26161,4.954794338033242,1078,3537,46,324,Forest,70
42.00649596064745,-74.35057178542286,8043,26387,4.997491671304735,1095,3593,37,314,Forest,73
42.00668208876454,-74.34977419932393,8112,26614,5.040460489123417,1121,3678,15,262,Forest,79
42.00687049519844,-74.34896466147887,8182,26844,5.084062500055232,1133,3717,20,194,Forest,78
42.007257014976865,-74.34830792305144,8251,27071,5.12712302309663,1143,3750,6,160,Forest,74
42.007713245333605,-74.34771725853545,8322,27302,5.170912830838156,1147,3763,9,165,Forest,74
42.00809405651944,-74.34710509581014,8388,27519,5.211946970014282,1151,3776,17,131,Forest,68
42.008684930492606,-74.34693179900312,8455,27740,5.253777347712772,1146,3760,11,60,Forest,74
42.00921681263946,-74.34722326366516,8519,27950,5.293500855591562,1141,3743,8,40,Forest,72
42.00966954394268,-74.34768803565613,8582,28158,5.332887205398499,1133,3717,9,334,Forest,68
42.0103006831349,-74.34760104472281,8653,28389,5.376771821487499,1121,3678,12,15,Forest,77
42.010920807261456,-74.34748989142003,8723,28618,5.420044919109105,1106,3629,10,127,Forest,72
42.01153954786197,-74.34732427856979,8793,28848,5.463681743687506,1091,3579,16,352,Forest,66
42.01185705493195,-74.34660747629322,8862,29075,5.506571014181669,1075,3527,17,52,Forest,78
42.012338247223894,-74.34613413469802,8928,29292,5.547797791001248,1051,3448,26,76,Forest,64
42.012968060550165,-74.34617946078572,8999,29523,5.591424587411594,1043,3422,19,50,Forest,72
42.01354383769649,-74.34613934459833,9063,29733,5.6313047610316875,1025,3363,23,7,Forest,71
42.01390513235049,-74.34566542750417,9119,29918,5.666201131928188,1003,3291,34,57,Forest,73
42.0144018798814,-74.34594925305154,9179,30115,5.703529356773928,982,3222,28,5,Forest,82
42.0147892953378,-74.34548200879908,9237,30305,5.739511643472745,964,3163,19,20,Forest,83
42.015278222823184,-74.34545448272625,9291,30483,5.773360619533428,947,3107,15,14,Forest,81
42.01580904729889,-74.34531572237131,9352,30681,5.81076413125206,924,3031,22,155,Forest,86
42.01643347069386,-74.34537549339956,9421,30910,5.854064954011112,900,2953,11,31,Forest,87
42.01698354307546,-74.34497231743342,9491,31138,5.897389357046792,887,2910,19,7,Forest,82
42.017294547259276,-74.34425544957605,9560,31364,5.940050234380248,875,2871,17,15,Forest,83
42.01709208432821,-74.3434646444468,9629,31590,5.983034935203509,867,2844,25,51,Forest,87
42.01674719781147,-74.34275090140014,9699,31822,6.026789727076997,858,2815,13,69,Forest,84
42.01674423512087,-74.34208357731423,9754,32003,6.061084282939427,844,2769,13,85,Forest,87
42.0171161150776,-74.34153899253901,9816,32203,6.099096275030478,834,2736,6,85,Forest,85
42.017278197300705,-74.34075572748293,9883,32424,6.1408803458003955,825,2707,14,99,Forest,86
42.01788094220326,-74.34072920229391,9950,32644,6.182594844998128,821,2694,13,46,Forest,82
42.01848004939619,-74.34044865936147,10021,32876,6.226471588475153,814,2671,3,55,Forest,85
42.01890081723378,-74.34087552355386,10079,33068,6.262917087068602,814,2671,4,17,Forest,80
42.0190887817363,-74.34165037165218,10147,33289,6.304804228906196,813,2667,4,7,Forest,86
42.01947849199424,-74.3422676112036,10214,33509,6.346430373961688,809,2654,9,11,Forest,87
42.01934793802392,-74.3431025784473,10284,33741,6.39027774401131,812,2664,8,3,Forest,87
42.019702763525835,-74.34378187035303,10353,33966,6.432949898249062,805,2641,9,357,Forest,88
42.02002429143588,-74.34449698222545,10422,34193,6.475903861874126,799,2621,9,347,Forest,88
42.02017683675287,-74.34530447068448,10491,34419,6.518719263766021,792,2598,14,343,Forest,83
42.01984304437019,-74.34601046216376,10560,34646,6.561722346710283,798,2618,13,353,Forest,87
42.01944687643949,-74.34659672629874,10626,34861,6.602447801062397,808,2651,18,355,Forest,88
42.01910895344633,-74.34730552678985,10695,35090,6.645726727318323,819,2687,16,355,Forest,86
42.0191804794152,-74.34814095146177,10765,35318,6.688941921570867,815,2674,16,357,Forest,83
42.0191525830465,-74.34899364473338,10835,35549,6.73280282958693,816,2677,19,358,Forest,82
42.01921823049123,-74.34984092368043,10906,35780,6.776579172708049,814,2671,20,12,Forest,82
42.01950638864919,-74.3505345215048,10972,35996,6.817416518685092,811,2661,21,27,Forest,85
42.01992047645113,-74.3511247690587,11039,36216,6.859134702937474,802,2631,18,12,Forest,76
42.02036448255224,-74.35167397984648,11106,36437,6.900845016714687,792,2598,20,32,Forest,87
42.02084731093944,-74.35217589204832,11174,36659,6.94304232436638,786,2579,20,42,Forest,84
42.021368641946495,-74.35263862277611,11243,36887,6.98623703199883,774,2539,21,23,Forest,82
42.0217509638178,-74.35328070611214,11311,37111,7.02852161270005,770,2526,13,31,Forest,87
42.022157354560335,-74.35373345556269,11370,37303,7.065010629689802,764,2507,16,28,Forest,85
42.02271985102892,-74.35411092083044,11440,37533,7.108485510858078,748,2454,24,27,Forest,80
42.023120455207724,-74.35473336423792,11508,37756,7.1508039239086685,743,2438,21,34,Forest,90
42.02336624214526,-74.35550229365975,11577,37983,7.193817813825101,747,2451,9,32,Forest,90
42.023731460468284,-74.3561476366469,11644,38204,7.235505038013422,746,2448,7,30,Forest,86
42.02394982755463,-74.35691569149783,11712,38427,7.277762851628714,746,2448,7,355,Forest,88
42.024389498431596,-74.35750697734431,11782,38654,7.320751461368699,739,2425,6,354,Forest,87
42.02499464152082,-74.35757224678261,11849,38875,7.362743709950996,731,2398,12,3,Forest,90
42.02561272908675,-74.35766460135619,11918,39102,7.405759752548723,718,2356,13,28,Forest,90
42.02622673114389,-74.35778560214622,11988,39329,7.448683309399716,701,2300,25,42,Forest,82
42.02675094781679,-74.3582259250373,12056,39555,7.491423196685955,690,2264,33,34,Forest,85
42.0272293533284,-74.35874388620057,12125,39779,7.533889077012368,677,2221,25,20,Forest,88
42.02748040965732,-74.35936970632605,12183,39972,7.570434333553216,668,2192,26,2,Forest,88
42.027659838271056,-74.3601609306669,12252,40196,7.61294090264331,665,2182,25,8,Forest,88
42.02804841990054,-74.3599884022174,12297,40346,7.641243428297116,648,2126,11,9,Forest,84
42.028318195606005,-74.35924807586504,12366,40570,7.683612744670485,642,2106,15,6,Forest,89
42.02860622449218,-74.35850387041994,12435,40797,7.726729610065108,625,2051,22,2,Forest,89
42.02911243576784,-74.35808986378346,12501,41014,7.767699562829229,609,1998,19,17,Forest,87
42.02970154546881,-74.3578684290942,12569,41237,7.810007124224468,594,1949,6,191,Forest,87
42.030227379728004,-74.3574715534017,12636,41457,7.85170540687782,586,1923,9,47,Forest,90
42.03078241905159,-74.35720402464878,12702,41672,7.892484225567513,581,1906,10,94,Forest,89
42.03114606765622,-74.35652065239762,12771,41900,7.935675452467732,571,1873,20,117,Forest,87
42.0317452483372,-74.3565815290478,12838,42120,7.977238986518025,579,1900,14,65,Forest,84
42.032206126188555,-74.3571569951452,12908,42349,8.020718251879389,565,1854,15,332,Forest,86
42.032656896247204,-74.35667342565444,12972,42560,8.060586153389215,555,1821,21,343,Forest,82
42.03297779136249,-74.3559353189572,13043,42792,8.104526507185236,546,1791,8,11,Forest,88
42.033394195305455,-74.35529350878058,13113,43023,8.148309022228782,527,1729,23,29,Forest,87
42.033897347465214,-74.35477668270433,13184,43254,8.192084823925992,503,1650,25,23,Forest,88
42.03419684693203,-74.35408421815931,13250,43472,8.23325330895539,488,1601,14,47,Forest,85
42.034763194586205,-74.35441719433655,13319,43697,8.276000207119939,471,1545,18,1,Forest,86
42.03532213122024,-74.35481584464634,13389,43928,8.319751930534373,446,1463,29,352,Forest,78
42.03551951017192,-74.35560981052558,13459,44155,8.362766261573583,426,1398,29,348,Forest,81
42.03566558626304,-74.35633756358511,13521,44360,8.401495843660298,407,1335,14,345,Developed,81
42.036134223427425,-74.35686533071164,13589,44583,8.44375640719152,411,1348,5,147,Forest,71
42.036234768263554,-74.35768091848453,13657,44807,8.486230105333814,417,1368,15,156,Forest,75
42.03652109097434,-74.35844437900965,13728,45039,8.530169058090443,429,1407,17,162,Forest,73
42.036757745262086,-74.3592390071244,13799,45272,8.574152090127486,448,1470,20,151,Forest,85
42.036914975496465,-74.36006944705241,13870,45504,8.618179517800714,466,1529,28,166,Forest,89
42.03702899235212,-74.36091228634199,13940,45736,8.662191821724031,480,1575,23,163,Forest,90
42.037081658948956,-74.36175916603062,14011,45967,8.705851520189935,493,1617,31,159,Forest,86
42.0372155890536,-74.36258816179016,14081,46197,8.749436065803367,511,1677,26,169,Forest,88
42.03732132307445,-74.36342784446177,14151,46428,8.793189230742456,528,1732,26,159,Forest,87
42.03745235210023,-74.36426730915304,14222,46661,8.837257597111096,537,1762,19,179,Forest,85
42.0376197557796,-74.36508659108564,14292,46891,8.880910709163352,541,1775,17,182,Forest,87
42.03790726262502,-74.36585200984969,14363,47124,8.924975628609891,544,1785,9,163,Forest,89
42.0381895144492,-74.3666203707069,14434,47356,8.969012967317285,556,1824,9,103,Forest,85
42.0383790204639,-74.36742822509599,14504,47586,9.012535635093002,573,1880,17,156,Forest,85
42.03833534031173,-74.36828238802512,14575,47819,9.056520246129256,577,1893,27,158,Forest,90
42.038236188586794,-74.36912769808897,14646,48051,9.100484461054116,578,1896,24,170,Forest,91
42.03823693900824,-74.36998496922575,14717,48283,9.144524968726321,583,1913,24,180,Forest,92
42.03837727224265,-74.37081744466678,14787,48515,9.188379351972213,583,1913,29,202,Forest,86
42.03855051640115,-74.37164339403596,14858,48748,9.23247030013306,578,1896,26,205,Forest,90
42.03872376077835,-74.37246934444781,14929,48980,9.276561192631693,571,1873,27,209,Forest,91
42.03889700537426,-74.37329529590235,15000,49213,9.320652029468175,561,1841,27,214,Forest,88
42.03843112713775,-74.37385792199866,15070,49442,9.363940237221602,524,1719,23,211,Forest,85
42.03788485965934,-74.37428788834839,15140,49673,9.407708520459437,503,1650,27,94,Forest,89
42.03725917125537,-74.37439078278891,15210,49903,9.451309375697678,517,1696,30,76,Forest,87
42.03691780687457,-74.37499961291499,15274,50110,9.490499326863782,540,1772,19,83,Forest,87
42.0364043741492,-74.37529860324103,15336,50314,9.529193213371459,558,1831,25,63,Forest,89
42.036258435933576,-74.37606475160558,15401,50529,9.569827486899031,576,1890,14,136,Forest,82
42.03652560238715,-74.37683021881523,15471,50758,9.613278594824248,590,1936,15,163,Forest,86
42.03685608998844,-74.37756352698375,15542,50991,9.657344909795414,608,1995,19,161,Forest,84
42.03721183044193,-74.37827090320589,15613,51223,9.701232665784664,621,2037,17,182,Forest,77
42.03732037676443,-74.37909867822408,15682,51451,9.744416217849945,623,2044,26,186,Forest,84
42.037522362213366,-74.37991210101104,15753,51683,9.788478352141404,634,2080,29,180,Forest,88
42.03775917355046,-74.38070698256807,15824,51916,9.832476915360205,645,2116,29,189,Forest,88
42.0379326784395,-74.3815244395043,15894,52146,9.876153513116051,655,2149,32,170,Forest,85
42.0380284187342,-74.38235928531083,15964,52375,9.919550379908639,668,2192,28,174,Forest,85
42.03810086975434,-74.38321074273057,16035,52608,9.963578452831115,680,2231,36,163,Forest,89
42.03821280559447,-74.38405128077491,16105,52839,10.00744802553725,704,2310,40,168,Forest,89
42.03807188286034,-74.38480635268452,16170,53051,10.047444308576452,705,2313,38,164,Forest,84
42.03769160689893,-74.3854254437029,16236,53269,10.088716965175246,706,2316,38,55,Forest,86
42.0370977686227,-74.38519055713464,16305,53495,10.131528892697881,719,2359,35,50,Forest,83
42.03657177131463,-74.38473407342184,16375,53723,10.174815498967348,725,2379,31,55,Forest,83
42.035943879246986,-74.38472309960893,16445,53952,10.218250823932074,736,2415,14,78,Forest,83
42.03540568727564,-74.38513785090922,16514,54179,10.261144612576361,744,2441,14,105,Forest,85
42.034978792692876,-74.38577099183547,16584,54411,10.30507631667523,757,2484,24,109,Forest,88
42.034478845203914,-74.3862887142222,16655,54641,10.348703874445164,765,2510,17,117,Forest,89
42.033907218998095,-74.3866401662828,16725,54871,10.392171308613689,770,2526,17,55,Forest,87
42.033273347301076,-74.38670749381788,16795,55103,10.436152824402072,783,2569,14,58,Forest,88
42.03263834762145,-74.38669298637217,16866,55335,10.480082451773358,790,2592,13,83,Forest,88
42.0320088050361,-74.38657885506922,16937,55567,10.524021315265095,788,2585,12,87,Forest,89
42.03137277830823,-74.3866165720795,17008,55799,10.568058317943308,792,2598,10,81,Forest,84
42.03077911521321,-74.38690940367394,17078,56030,10.611791774718991,795,2608,11,94,Forest,85
42.03020054292066,-74.38726679789184,17149,56263,10.655823589062798,798,2618,10,99,Forest,86
42.029639180210296,-74.38765568062361,17219,56493,10.699492553681992,806,2644,10,81,Forest,89
42.029052111701716,-74.38798032864773,17290,56725,10.743392855191157,812,2664,11,90,Forest,86
42.02847517941834,-74.38834136954958,17361,56958,10.787400450967054,818,2684,12,75,Forest,87
42.028083067022294,-74.38891225649391,17425,57169,10.827350982095245,831,2726,8,67,Forest,87
42.028128542124826,-74.38976589818567,17496,57401,10.871324642877847,842,2762,8,68,Forest,85
42.02816402644592,-74.39062096999552,17567,57633,10.915327616573833,847,2779,5,18,Forest,84
42.0281810987481,-74.39147851991882,17637,57866,10.959405213772174,840,2756,17,291,Forest,85
42.02778071268263,-74.39205413018213,17703,58080,10.999923373466427,831,2726,20,289,Forest,82
42.02730291165999,-74.39261894872439,17773,58312,11.043906549744696,823,2700,18,292,Forest,85
42.02667522353046,-74.3927029597192,17844,58542,11.08753816599852,827,2713,16,281,Forest,81
42.026110027426995,-74.39309970777512,17915,58775,11.13162897348695,827,2713,19,302,Forest,85
42.025560970870046,-74.39353177593634,17985,59007,11.175620473098725,825,2707,20,295,Forest,85
42.025042999819476,-74.39403187445684,18056,59240,11.21971121252749,821,2694,21,295,Forest,88
42.024525029485616,-74.39453197228536,18127,59473,11.263802012963048,817,2680,21,296,Forest,85
42.02398121976548,-74.39497258877005,18198,59705,11.30770575162445,816,2677,23,296,Forest,86
42.02340347962555,-74.3953351011225,18269,59938,11.351796540061795,815,2674,26,291,Forest,81
42.02282573995415,-74.395697613181,18340,60170,11.39588736425421,812,2664,18,291,Forest,84
42.02229455447898,-74.39616498163932,18411,60402,11.439782378511916,812,2664,15,315,Forest,87
42.02178371924895,-74.39667818492279,18482,60635,11.48387318682062,815,2674,17,307,Forest,85
42.02138349169705,-74.39732388111983,18551,60863,11.527085593611291,809,2654,20,306,Forest,86
42.02110227597523,-74.3980833092238,18621,61093,11.570689274613953,806,2644,14,338,Forest,87
42.021032328611355,-74.39893614689404,18692,61326,11.614780096205072,800,2625,17,327,Forest,86
42.02099696933578,-74.39979121261568,18763,61559,11.658787196721931,798,2618,15,68,Forest,88
42.021214053580046,-74.40055391341895,18831,61780,11.700757930139552,802,2631,13,27,Forest,83
42.02157752873256,-74.40125669291584,18901,62012,11.744761166241467,803,2635,19,36,Forest,82
42.021876932146526,-74.40201417907927,18972,62245,11.788852038879387,805,2641,16,28,Forest,87
42.02201732515636,-74.40282551729904,19041,62471,11.831659540062827,807,2648,14,10,Forest,84
42.021900974615576,-74.40366385673123,19112,62703,11.875483793285886,809,2654,11,326,Forest,80
42.02166072847475,-74.40445233102291,19182,62934,11.91927600332673,804,2638,15,320,Forest,85
42.02129852002512,-74.40515480856499,19253,63166,11.963216449321713,804,2638,22,323,Forest,87
42.02094094926933,-74.4056568449024,19310,63355,11.998955455119596,804,2638,25,312,Forest,88
42.020417415056706,-74.40613184347195,19381,63585,12.04262675357206,807,2648,24,309,Forest,86
42.019939012027784,-74.40669884673072,19452,63818,12.086717554364514,806,2644,22,307,Forest,88
42.01944508545326,-74.40724028764906,19523,64051,12.130778954289777,805,2641,21,308,Forest,87
42.018937213411235,-74.40775876577806,19594,64283,12.174869653365244,805,2641,20,307,Forest,83
42.01842934210981,-74.408277243151,19665,64516,12.21896041673443,806,2644,19,310,Forest,84
42.01792147154897,-74.40879571976788,19736,64749,12.263051244396447,808,2651,17,313,Forest,82
42.01752457229771,-74.4094627569007,19806,64981,12.30696862088631,804,2638,24,315,Forest,82
42.017142119939976,-74.41014913269646,19877,65214,12.351059446114022,799,2621,28,318,Developed,76
42.016677136377254,-74.41073343583437,19948,65446,12.395060757756825,802,2631,24,315,Developed,75
42.01624346244908,-74.41135850673278,20019,65678,12.43901204814081,804,2638,13,323,Developed,38
42.01579769184765,-74.41185403410279,20083,65889,12.479002592489184,809,2654,9,324,Developed,0
42.015183211891795,-74.41208213498209,20154,66122,12.523093402594386,812,2664,2,335,Developed,36
42.014568732145776,-74.4123102357835,20225,66355,12.567184227755332,814,2671,1,118,Forest,45
42.01395953107115,-74.41256059501944,20296,66587,12.611243571673834,815,2674,1,318,Water,0
